CD4_naive_primary_cells 	 MRE-Seq 	 GSM543011
CD4_naive_primary_cells 	 MeDIP-Seq 	 GSM669607
CD4_naive_primary_cells 	 MeDIP-Seq 	 GSM543025
CD4_naive_primary_cells 	 MeDIP-Seq 	 GSM613913
CD4_naive_primary_cells 	 mRNA-Seq 	 GSM669617
CD4_primary_cells 	 ChIP-Seq_input 	 GSM1102805
CD4_primary_cells 	 DNase_hypersensitivity 	 GSM701539
CD4_primary_cells 	 DNase_hypersensitivity 	 GSM665839
CD4_primary_cells 	 DNase_hypersensitivity 	 GSM665812
CD4_primary_cells 	 Digital_genomic_footprinting 	 GSM1036374
CD4_primary_cells 	 H3K36me3 	 GSM1102790
CD4_primary_cells 	 H3K4me3 	 GSM1102798
CD4+_CD25+_CD127-_Treg_primary_cells 	 ChIP-Seq_input 	 GSM997234
CD4+_CD25+_CD127-_Treg_primary_cells 	 ChIP-Seq_input 	 GSM772914
CD4+_CD25+_CD127-_Treg_primary_cells 	 H3K27ac 	 GSM997233
CD4+_CD25+_CD127-_Treg_primary_cells 	 H3K27me3 	 GSM772946
CD4+_CD25+_CD127-_Treg_primary_cells 	 H3K27me3 	 GSM997271
CD4+_CD25+_CD127-_Treg_primary_cells 	 H3K36me3 	 GSM997230
CD4+_CD25+_CD127-_Treg_primary_cells 	 H3K36me3 	 GSM772945
CD4+_CD25+_CD127-_Treg_primary_cells 	 H3K4me1 	 GSM772973
CD4+_CD25+_CD127-_Treg_primary_cells 	 H3K4me1 	 GSM997245
CD4+_CD25+_CD127-_Treg_primary_cells 	 H3K4me3 	 GSM997246
CD4+_CD25+_CD127-_Treg_primary_cells 	 H3K4me3 	 GSM772944
CD4+_CD25+_CD127-_Treg_primary_cells 	 H3K9me3 	 GSM772943
CD4+_CD25+_CD127-_Treg_primary_cells 	 H3K9me3 	 GSM997244
CD4+_CD25-_CD45RA+_naive_primary_cells 	 ChIP-Seq_input 	 GSM1112782
CD4+_CD25-_CD45RA+_naive_primary_cells 	 ChIP-Seq_input 	 GSM772920
CD4+_CD25-_CD45RA+_naive_primary_cells 	 H3K27ac 	 GSM773004
CD4+_CD25-_CD45RA+_naive_primary_cells 	 H3K27me3 	 GSM997227
CD4+_CD25-_CD45RA+_naive_primary_cells 	 H3K27me3 	 GSM772911
CD4+_CD25-_CD45RA+_naive_primary_cells 	 H3K36me3 	 GSM772923
CD4+_CD25-_CD45RA+_naive_primary_cells 	 H3K36me3 	 GSM997255
CD4+_CD25-_CD45RA+_naive_primary_cells 	 H3K4me1 	 GSM997229
CD4+_CD25-_CD45RA+_naive_primary_cells 	 H3K4me1 	 GSM772851
CD4+_CD25-_CD45RA+_naive_primary_cells 	 H3K4me3 	 GSM772852
CD4+_CD25-_CD45RA+_naive_primary_cells 	 H3K4me3 	 GSM997256
CD4+_CD25-_CD45RA+_naive_primary_cells 	 H3K9me3 	 GSM997228
CD4+_CD25-_CD45RA+_naive_primary_cells 	 H3K9me3 	 GSM772921
CD4+_CD25-_CD45RO+_memory_primary_cells 	 ChIP-Seq_input 	 GSM772999
CD4+_CD25-_CD45RO+_memory_primary_cells 	 ChIP-Seq_input 	 GSM997257
CD4+_CD25-_CD45RO+_memory_primary_cells 	 H3K27ac 	 GSM772859
CD4+_CD25-_CD45RO+_memory_primary_cells 	 H3K27me3 	 GSM997238
CD4+_CD25-_CD45RO+_memory_primary_cells 	 H3K27me3 	 GSM772906
CD4+_CD25-_CD45RO+_memory_primary_cells 	 H3K36me3 	 GSM772893
CD4+_CD25-_CD45RO+_memory_primary_cells 	 H3K36me3 	 GSM997237
CD4+_CD25-_CD45RO+_memory_primary_cells 	 H3K4me1 	 GSM997235
CD4+_CD25-_CD45RO+_memory_primary_cells 	 H3K4me1 	 GSM772928
CD4+_CD25-_CD45RO+_memory_primary_cells 	 H3K4me3 	 GSM772862
CD4+_CD25-_CD45RO+_memory_primary_cells 	 H3K4me3 	 GSM997236
CD4+_CD25-_CD45RO+_memory_primary_cells 	 H3K9me3 	 GSM997275
CD4+_CD25-_CD45RO+_memory_primary_cells 	 H3K9me3 	 GSM772927
CD4+_CD25-_IL17+_PMA-ionomcyin_stimulated_Th17_primary_cells 	 ChIP-Seq_input 	 GSM1112803
CD4+_CD25-_IL17+_PMA-ionomcyin_stimulated_Th17_primary_cells 	 ChIP-Seq_input 	 GSM772988
CD4+_CD25-_IL17+_PMA-ionomcyin_stimulated_Th17_primary_cells 	 H3K27ac 	 GSM772987
CD4+_CD25-_IL17+_PMA-ionomcyin_stimulated_Th17_primary_cells 	 H3K27me3 	 GSM916059
CD4+_CD25-_IL17+_PMA-ionomcyin_stimulated_Th17_primary_cells 	 H3K27me3 	 GSM997222
CD4+_CD25-_IL17+_PMA-ionomcyin_stimulated_Th17_primary_cells 	 H3K36me3 	 GSM997226
CD4+_CD25-_IL17+_PMA-ionomcyin_stimulated_Th17_primary_cells 	 H3K36me3 	 GSM916028
CD4+_CD25-_IL17+_PMA-ionomcyin_stimulated_Th17_primary_cells 	 H3K4me1 	 GSM772985
CD4+_CD25-_IL17+_PMA-ionomcyin_stimulated_Th17_primary_cells 	 H3K4me1 	 GSM997224
CD4+_CD25-_IL17+_PMA-ionomcyin_stimulated_Th17_primary_cells 	 H3K4me3 	 GSM997225
CD4+_CD25-_IL17+_PMA-ionomcyin_stimulated_Th17_primary_cells 	 H3K4me3 	 GSM772986
CD4+_CD25-_IL17+_PMA-ionomcyin_stimulated_Th17_primary_cells 	 H3K9me3 	 GSM772984
CD4+_CD25-_IL17+_PMA-ionomcyin_stimulated_Th17_primary_cells 	 H3K9me3 	 GSM997223
CD4+_CD25-_IL17-_PMA-ionomycin_stimulated_MACS_purified_Th_primary_cells 	 ChIP-Seq_input 	 GSM1112784
CD4+_CD25-_IL17-_PMA-ionomycin_stimulated_MACS_purified_Th_primary_cells 	 ChIP-Seq_input 	 GSM772904
CD4+_CD25-_IL17-_PMA-ionomycin_stimulated_MACS_purified_Th_primary_cells 	 H3K27ac 	 GSM997266
CD4+_CD25-_IL17-_PMA-ionomycin_stimulated_MACS_purified_Th_primary_cells 	 H3K27ac 	 GSM772905
CD4+_CD25-_IL17-_PMA-ionomycin_stimulated_MACS_purified_Th_primary_cells 	 H3K27me3 	 GSM772899
CD4+_CD25-_IL17-_PMA-ionomycin_stimulated_MACS_purified_Th_primary_cells 	 H3K27me3 	 GSM997267
CD4+_CD25-_IL17-_PMA-ionomycin_stimulated_MACS_purified_Th_primary_cells 	 H3K36me3 	 GSM997274
CD4+_CD25-_IL17-_PMA-ionomycin_stimulated_MACS_purified_Th_primary_cells 	 H3K36me3 	 GSM772892
CD4+_CD25-_IL17-_PMA-ionomycin_stimulated_MACS_purified_Th_primary_cells 	 H3K4me1 	 GSM772902
CD4+_CD25-_IL17-_PMA-ionomycin_stimulated_MACS_purified_Th_primary_cells 	 H3K4me1 	 GSM997268
CD4+_CD25-_IL17-_PMA-ionomycin_stimulated_MACS_purified_Th_primary_cells 	 H3K4me3 	 GSM916071
CD4+_CD25-_IL17-_PMA-ionomycin_stimulated_MACS_purified_Th_primary_cells 	 H3K4me3 	 GSM997232
CD4+_CD25-_IL17-_PMA-ionomycin_stimulated_MACS_purified_Th_primary_cells 	 H3K9me3 	 GSM772903
CD4+_CD25-_IL17-_PMA-ionomycin_stimulated_MACS_purified_Th_primary_cells 	 H3K9me3 	 GSM997269
CD4+_CD25-_Th_primary_cells 	 ChIP-Seq_input 	 GSM1112781
CD4+_CD25-_Th_primary_cells 	 ChIP-Seq_input 	 GSM772915
CD4+_CD25-_Th_primary_cells 	 H3K27ac 	 GSM997239
CD4+_CD25-_Th_primary_cells 	 H3K27me3 	 GSM772868
CD4+_CD25-_Th_primary_cells 	 H3K27me3 	 GSM997231
CD4+_CD25-_Th_primary_cells 	 H3K36me3 	 GSM997241
CD4+_CD25-_Th_primary_cells 	 H3K36me3 	 GSM772866
CD4+_CD25-_Th_primary_cells 	 H3K4me1 	 GSM772849
CD4+_CD25-_Th_primary_cells 	 H3K4me1 	 GSM997243
CD4+_CD25-_Th_primary_cells 	 H3K4me3 	 GSM997240
CD4+_CD25-_Th_primary_cells 	 H3K4me3 	 GSM772867
CD4+_CD25-_Th_primary_cells 	 H3K9me3 	 GSM772850
CD4+_CD25-_Th_primary_cells 	 H3K9me3 	 GSM997242
CD4+_CD25int_CD127+_Tmem_primary_cells 	 ChIP-Seq_input 	 GSM1112785
CD4+_CD25int_CD127+_Tmem_primary_cells 	 ChIP-Seq_input 	 GSM772953
CD4+_CD25int_CD127+_Tmem_primary_cells 	 H3K27ac 	 GSM916026
CD4+_CD25int_CD127+_Tmem_primary_cells 	 H3K27ac 	 GSM997260
CD4+_CD25int_CD127+_Tmem_primary_cells 	 H3K27me3 	 GSM772955
CD4+_CD25int_CD127+_Tmem_primary_cells 	 H3K27me3 	 GSM997261
CD4+_CD25int_CD127+_Tmem_primary_cells 	 H3K36me3 	 GSM997264
CD4+_CD25int_CD127+_Tmem_primary_cells 	 H3K36me3 	 GSM772981
CD4+_CD25int_CD127+_Tmem_primary_cells 	 H3K4me1 	 GSM916024
CD4+_CD25int_CD127+_Tmem_primary_cells 	 H3K4me1 	 GSM997262
CD4+_CD25int_CD127+_Tmem_primary_cells 	 H3K4me3 	 GSM997265
CD4+_CD25int_CD127+_Tmem_primary_cells 	 H3K4me3 	 GSM916027
CD4+_CD25int_CD127+_Tmem_primary_cells 	 H3K9me3 	 GSM916025
CD4+_CD25int_CD127+_Tmem_primary_cells 	 H3K9me3 	 GSM997263
CD56_mobilized_primary_cells 	 DNase_hypersensitivity 	 GSM665820
CD56_primary_cells 	 ChIP-Seq_input 	 GSM1027305
CD56_primary_cells 	 DNase_hypersensitivity 	 GSM701508
CD56_primary_cells 	 DNase_hypersensitivity 	 GSM665836
CD56_primary_cells 	 Digital_genomic_footprinting 	 GSM1036372
CD56_primary_cells 	 H3K27ac 	 GSM1027288
CD56_primary_cells 	 H3K27me3 	 GSM1027291
CD56_primary_cells 	 H3K36me3 	 GSM1027294
CD56_primary_cells 	 H3K4me1 	 GSM1027297
CD56_primary_cells 	 H3K4me3 	 GSM1027301
CD8_memory_primary_cells 	 ChIP-Seq_input 	 GSM772874
CD8_memory_primary_cells 	 ChIP-Seq_input 	 GSM772952
CD8_memory_primary_cells 	 H3K27ac 	 GSM772880
CD8_memory_primary_cells 	 H3K27me3 	 GSM772956
CD8_memory_primary_cells 	 H3K27me3 	 GSM772878
CD8_memory_primary_cells 	 H3K36me3 	 GSM772877
CD8_memory_primary_cells 	 H3K36me3 	 GSM772957
CD8_memory_primary_cells 	 H3K4me1 	 GSM772933
CD8_memory_primary_cells 	 H3K4me1 	 GSM772873
CD8_memory_primary_cells 	 H3K4me3 	 GSM772967
CD8_memory_primary_cells 	 H3K4me3 	 GSM772929
CD8_memory_primary_cells 	 H3K9me3 	 GSM772879
CD8_memory_primary_cells 	 H3K9me3 	 GSM772958
CD8_mobilized_primary_cells 	 DNase_hypersensitivity 	 GSM817160
CD8_naive_primary_cells 	 ChIP-Seq_input 	 GSM613816
CD8_naive_primary_cells 	 ChIP-Seq_input 	 GSM959126
CD8_naive_primary_cells 	 ChIP-Seq_input 	 GSM772854
CD8_naive_primary_cells 	 ChIP-Seq_input 	 GSM773034
CD8_naive_primary_cells 	 H3K27ac 	 GSM772976
CD8_naive_primary_cells 	 H3K27ac 	 GSM772949
CD8_naive_primary_cells 	 H3K27me3 	 GSM613815
CD8_naive_primary_cells 	 H3K27me3 	 GSM772871
CD8_naive_primary_cells 	 H3K27me3 	 GSM772900
CD8_naive_primary_cells 	 H3K36me3 	 GSM772895
CD8_naive_primary_cells 	 H3K36me3 	 GSM772872
CD8_naive_primary_cells 	 H3K36me3 	 GSM669593
CD8_naive_primary_cells 	 H3K4me1 	 GSM613814
CD8_naive_primary_cells 	 H3K4me1 	 GSM773032
CD8_naive_primary_cells 	 H3K4me1 	 GSM772853
CD8_naive_primary_cells 	 H3K4me3 	 GSM772922
CD8_naive_primary_cells 	 H3K4me3 	 GSM772896
CD8_naive_primary_cells 	 H3K4me3 	 GSM613881
CD8_naive_primary_cells 	 H3K4me3 	 GSM613811
CD8_naive_primary_cells 	 H3K9ac 	 GSM613813
CD8_naive_primary_cells 	 H3K9me3 	 GSM773031
CD8_naive_primary_cells 	 H3K9me3 	 GSM772882
CD8_naive_primary_cells 	 H3K9me3 	 GSM613812
CD8_naive_primary_cells 	 MRE-Seq 	 GSM613923
CD8_naive_primary_cells 	 MRE-Seq 	 GSM613905
CD8_naive_primary_cells 	 MRE-Seq 	 GSM543013
CD8_naive_primary_cells 	 MeDIP-Seq 	 GSM669609
CD8_naive_primary_cells 	 MeDIP-Seq 	 GSM543027
CD8_naive_primary_cells 	 MeDIP-Seq 	 GSM613917
CD8_naive_primary_cells 	 mRNA-Seq 	 GSM669619
CD8_naive_primary_cells 	 smRNA-Seq 	 GSM669585
CD8_primary_cells 	 ChIP-Seq_input 	 GSM1102806
CD8_primary_cells 	 DNase_hypersensitivity 	 GSM701540
CD8_primary_cells 	 DNase_hypersensitivity 	 GSM701499
CD8_primary_cells 	 DNase_hypersensitivity 	 GSM665813
CD8_primary_cells 	 DNase_hypersensitivity 	 GSM665838
CD8_primary_cells 	 Digital_genomic_footprinting 	 GSM1036373
CD8_primary_cells 	 H3K27ac 	 GSM1102781
CD8_primary_cells 	 H3K36me3 	 GSM1102791
CD8_primary_cells 	 H3K4me3 	 GSM1102799
CD8_primary_cells 	 H3K9me3 	 GSM1102803
ES-I3_cell_line 	 ChIP-Seq_input 	 GSM537647
ES-I3_cell_line 	 ChIP-Seq_input 	 GSM621386
ES-I3_cell_line 	 H3K27me3 	 GSM537627
ES-I3_cell_line 	 H3K27me3 	 GSM537648
ES-I3_cell_line 	 H3K36me3 	 GSM537669
ES-I3_cell_line 	 H3K36me3 	 GSM537672
ES-I3_cell_line 	 H3K4me1 	 GSM772789
ES-I3_cell_line 	 H3K4me1 	 GSM537668
ES-I3_cell_line 	 H3K4me3 	 GSM537626
ES-I3_cell_line 	 H3K4me3 	 GSM537665
ES-I3_cell_line 	 H3K9ac 	 GSM537670
ES-I3_cell_line 	 H3K9ac 	 GSM537624
ES-I3_cell_line 	 H3K9me3 	 GSM537625
ES-I3_cell_line 	 H3K9me3 	 GSM537664
ES-WA7_cell_line 	 ChIP-Seq_input 	 GSM669926
ES-WA7_cell_line 	 H3K27me3 	 GSM537657
ES-WA7_cell_line 	 H3K36me3 	 GSM537640
ES-WA7_cell_line 	 H3K4me1 	 GSM537641
ES-WA7_cell_line 	 H3K4me3 	 GSM537623
ES-WA7_cell_line 	 H3K9ac 	 GSM669896
ES-WA7_cell_line 	 H3K9me3 	 GSM537639
H1_+BMP4_cell_line 	 mRNA-Seq 	 GSM706047
H1_+BMP4_cell_line 	 mRNA-Seq 	 GSM706046
H1_BMP4_derived_mesendoderm_cultured_cells 	 ChIP-Seq_input 	 GSM864802
H1_BMP4_derived_mesendoderm_cultured_cells 	 ChIP-Seq_input 	 GSM864037
H1_BMP4_derived_mesendoderm_cultured_cells 	 ChIP-Seq_input 	 GSM753447
H1_BMP4_derived_mesendoderm_cultured_cells 	 ChIP-Seq_input 	 GSM753446
H1_BMP4_derived_mesendoderm_cultured_cells 	 DNase_hypersensitivity 	 GSM817215
H1_BMP4_derived_mesendoderm_cultured_cells 	 DNase_hypersensitivity 	 GSM817198
H1_BMP4_derived_mesendoderm_cultured_cells 	 Digital_genomic_footprinting 	 GSM909313
H1_BMP4_derived_mesendoderm_cultured_cells 	 H2AK5ac 	 GSM807393
H1_BMP4_derived_mesendoderm_cultured_cells 	 H2AK5ac 	 GSM807392
