GSM	Stem15
GSM1010938	-0.168118581175804
GSM1010940	-0.170828819274902
GSM1010942	-0.15526171028614
GSM1010944	-0.147961109876633
GSM1010946	-0.153079435229301
GSM1010948	-0.149190053343773
GSM1010950	-0.141058743000031
GSM1010952	-0.164043828845024
GSM1010956	-0.157103270292282
GSM1010958	-0.167256847023964
GSM1010960	-0.179334878921509
GSM1010964	-0.127078488469124
GSM1010966	-0.155908808112144
GSM1010968	-0.151300057768822
GSM1010970	-0.107121996581554
GSM1010972	-0.143108293414116
GSM1010974	-0.173296377062798
GSM1010976	-0.171019271016121
GSM1013119	0.300786793231964
GSM1013121	-0.151198238134384
GSM1013122	-0.163855493068695
GSM1013123	-0.0477348230779171
GSM1013124	-0.194046586751938
GSM1013125	-0.0296797435730696
GSM1013126	-0.191181182861328
GSM1013127	-0.181850075721741
GSM1013128	-0.153238981962204
GSM1013129	-0.158392533659935
GSM1013130	-0.0736478343605995
GSM1013131	-0.0275130309164524
GSM1013132	-0.182819783687592
GSM1013133	0.196211948990822
GSM1013141	-0.10982358455658
GSM1013142	-0.0419522076845169
GSM1013143	0.000496736145578325
GSM1013144	-0.20658415555954
GSM1013145	-0.100397892296314
GSM1013146	-0.0578961670398712
GSM1013147	-0.197454631328583
GSM1013148	0.00109520368278027
GSM1013149	-0.0903118476271629
GSM1013150	-0.0125943217426538
GSM1013151	-0.143391147255898
GSM1013158	-0.107840783894062
GSM1013159	-0.145904928445816
GSM1013160	0.199456065893173
GSM1013161	0.135199278593063
GSM1013162	0.188932657241821
GSM1013163	-0.0977929458022118
GSM1013164	0.559702157974243
GSM1013165	0.157110273838043
GSM1013166	0.399494886398315
GSM1013167	0.16401132941246
GSM1013168	0.265750616788864
GSM1013169	-0.0294024143368006
GSM1013170	0.109967663884163
GSM1013171	0.386553317308426
GSM1013172	0.404915183782578
GSM1013173	-0.191737160086632
GSM1013174	0.402191966772079
GSM1024605	0.215304002165794
GSM1024606	0.274777859449387
GSM1024607	0.228973835706711
