GSM	Stem6
GSM1010938	-0.485835552215576
GSM1010940	-0.502748429775238
GSM1010942	-0.491595149040222
GSM1010944	-0.49857223033905
GSM1010946	-0.487797141075134
GSM1010948	-0.47332775592804
GSM1010950	-0.47373178601265
GSM1010952	-0.453968644142151
GSM1010956	-0.491908699274063
GSM1010958	-0.485862612724304
GSM1010960	-0.477662175893784
GSM1010964	-0.4436214864254
GSM1010966	-0.488107353448868
GSM1010968	-0.462125062942505
GSM1010970	-0.433529257774353
GSM1010972	-0.454069703817368
GSM1010974	-0.467252969741821
GSM1010976	-0.493374526500702
GSM1013119	-0.123124904930592
GSM1013121	-0.568390548229218
GSM1013122	-0.552373051643372
GSM1013123	-0.447995871305466
GSM1013124	-0.580750465393066
GSM1013125	-0.477009624242783
GSM1013126	-0.574937224388123
GSM1013127	-0.580289006233215
GSM1013128	-0.56646192073822
GSM1013129	-0.556215405464172
GSM1013130	-0.477044969797134
GSM1013131	-0.474925190210342
GSM1013132	-0.547246038913727
GSM1013133	-0.259876668453217
GSM1013141	-0.547328174114227
GSM1013142	-0.490052253007889
GSM1013143	-0.456342786550522
GSM1013144	-0.589065492153168
GSM1013145	-0.536085546016693
GSM1013146	-0.506713509559631
GSM1013147	-0.586605548858643
GSM1013148	-0.459517449140549
GSM1013149	-0.532388985157013
GSM1013150	-0.466336995363235
GSM1013151	-0.56415593624115
GSM1013158	-0.542123258113861
GSM1013159	-0.499975889921188
GSM1013160	-0.0278932731598616
GSM1013161	-0.311504423618317
GSM1013162	-0.252685636281967
GSM1013163	-0.507190465927124
GSM1013164	0.1597950309515
GSM1013165	-0.310116112232208
GSM1013166	-0.0443449802696705
GSM1013167	-0.293497651815414
GSM1013168	-0.181703150272369
GSM1013169	-0.468993335962296
GSM1013170	-0.345351338386536
GSM1013171	-0.0677522718906403
GSM1013172	-0.015826728194952
GSM1013173	-0.585488796234131
GSM1013174	-0.026651268824935
GSM1024605	-0.177844598889351
GSM1024606	-0.165771290659904
GSM1024607	-0.204779848456383
GSM1024608	-0.279620975255966
GSM1024609	-0.0662410706281662
GSM1024610	-0.238530993461609
GSM1027287	0.15135632455349
GSM1027288	-0.0941634103655815
GSM1027289	0.238298535346985
GSM1027290	-0.0757167339324951
GSM1027291	-0.0775026008486748
GSM1027292	0.177463009953499
GSM1027293	-0.279309123754501
GSM1027294	-0.165708854794502
GSM1027295	-0.188356533646584
GSM1027296	-0.40119269490242
GSM1027297	-0.571050643920898
GSM1027298	-0.477851063013077
GSM1027299	0.288826376199722
GSM1027300	0.191664889454842
GSM1027301	0.336509674787521
GSM1027303	-0.382839679718018
GSM1027304	0.372406482696533
GSM1027305	-0.148226365447044
GSM1027306	-0.399978190660477
GSM1027307	-0.322554111480713
GSM1027308	-0.0615326724946499
GSM1027309	-0.223373576998711
GSM1027310	-0.182894617319107
GSM1027311	-0.000144723599078134
GSM1027312	-0.160467445850372
GSM1027313	-0.117452025413513
GSM1027314	-0.380541563034058
GSM1027315	-0.36423671245575
GSM1027316	-0.409435421228409
GSM1027317	-0.446225255727768
GSM1027318	-0.171701177954674
GSM1027319	-0.242794901132584
GSM1027320	-0.277310222387314
GSM1027321	-0.417497485876083
GSM1027322	-0.304908454418182
GSM1027323	-0.209172755479813
GSM1027324	-0.295151621103287
GSM1027325	0.00997645314782858
GSM1027326	0.0229345094412565
GSM1027327	-0.250373989343643
GSM1027328	-0.264950394630432
GSM1027329	-0.303233504295349
GSM1027330	-0.310739636421204
GSM1027331	-0.208910152316093
GSM1027332	-0.359506040811539
GSM1027333	-0.276558756828308
GSM1027334	-0.222270458936691
GSM1027335	-0.157291293144226
GSM1027336	-0.155138269066811
GSM1027337	-0.32212695479393
GSM1027338	-0.21861843764782
GSM1027339	-0.069659061729908
GSM1027340	-0.136459052562714
GSM1027341	-0.163682073354721
GSM1027342	-0.389848440885544
GSM1027343	-0.330928981304169
GSM1027344	-0.218695685267448
GSM1027345	-0.177555650472641
GSM1027346	-0.340817421674728
GSM1027347	-0.263776212930679
GSM1027348	0.105852954089642
GSM1027349	-0.303204655647278
GSM1027350	0.134734228253365
GSM1027351	0.143870368599892
GSM1036258	0.346622884273529
GSM1036259	-0.207482665777206
GSM1036260	0.0923129990696907
GSM1036372	-0.314312428236008
GSM1036373	-0.385305225849152
GSM1036374	-0.366772651672363
GSM1058764	0.216247603297234
GSM1058765	0.0920802131295204
GSM1058766	0.115557670593262
GSM1058767	0.0912931933999062
GSM1058768	0.0267542041838169
GSM1058769	-0.257765054702759
GSM1058770	-0.548180043697357
GSM1058771	-0.288366556167603
GSM1058772	-0.517696261405945
GSM1058773	-0.395733654499054
GSM1058774	-0.316396564245224
GSM1058775	-0.0760931894183159
GSM1058776	-0.111986301839352
GSM1058777	-0.48471811413765
GSM1058778	-0.5523761510849
GSM1058779	0.307316303253174
GSM1058780	0.0749406442046165
GSM1058781	0.317220389842987
GSM1058782	0.0842812582850456
GSM1058783	0.651774764060974
GSM1058784	0.569573998451233
GSM1058785	0.406898438930511
GSM1058786	0.183861374855042
GSM1058787	0.249964639544487
GSM1058788	0.397149652242661
GSM1058789	0.267852187156677
GSM1059437	-0.424142748117447
GSM1059438	-0.4384745657444
GSM1059439	-0.515461146831512
GSM1059440	-0.38415116071701
GSM1059441	-0.426325470209122
GSM1059442	-0.478790163993835
GSM1059443	-0.421871811151505
GSM1059444	-0.470217674970627
GSM1059445	-0.377014636993408
GSM1059446	-0.469247251749039
GSM1059447	-0.496899425983429
GSM1059448	-0.284620583057404
GSM1059449	-0.480072498321533
GSM1059450	-0.434148758649826
GSM1059451	-0.440949290990829
GSM1059456	0.0736075863242149
GSM1059457	0.124552182853222
